a,b,c,result
20,37,49,102
37,34,42,134
66,2,96,42
61,32,54,164
13,92,24,278
36,19,30,99
32,23,50,83
5,45,34,111
79,33,19,238
19,80,32,246
54,84,51,309
85,36,50,228
48,83,30,315
78,64,30,318
78,31,30,219
69,2,73,71
19,40,69,89
4,79,18,227
10,66,14,204
64,22,69,125
2,74,1,225
51,97,34,359
13,63,25,190
54,72,59,265
99,20,11,247
10,11,26,27
70,38,84,170
5,67,17,194
66,68,51,285
88,15,13,208
31,68,19,247
52,58,58,220
97,65,29,360
87,55,83,256
65,99,52,375
61,87,100,283
19,15,87,-4
29,2,82,-18
1,75,23,204
84,45,59,244
69,58,74,238
68,86,30,364
61,75,33,314
63,7,36,111
18,12,53,19
50,59,86,191
28,6,77,-3
41,42,86,122
3,72,86,136
21,8,99,-33
36,13,91,20
53,31,44,155
84,52,67,257
94,1,77,114
16,28,21,95
78,93,60,375
11,94,90,214
72,65,35,304
18,100,47,289
10,9,77,-30
11,85,44,233
68,53,93,202
24,2,65,-11
74,91,54,367
33,6,2,82
63,46,75,189
3,53,61,104
17,78,13,255
67,9,64,97
48,43,72,153
84,45,32,271
86,9,11,188
11,73,36,205
5,31,36,67
8,41,84,55
1,81,86,159
62,7,100,45
61,39,91,148
61,74,19,325
26,56,6,214
73,88,58,352
24,96,48,288
85,65,31,334
56,40,90,142
89,14,34,186
21,95,27,300
39,90,28,320
64,13,94,73
6,43,26,115
96,1,15,180
70,20,8,192
44,4,62,38
42,39,99,102
46,17,11,132
100,61,29,354
25,2,40,16
48,76,95,229
4,67,85,124
20,66,86,152
57,99,88,323
29,92,34,300
4,83,85,172
82,69,55,316
88,34,49,229
2,29,7,84
70,46,54,224
71,47,51,232
93,58,81,279
30,41,80,103
68,18,66,124
68,87,13,384
92,74,22,384
64,65,78,245
10,87,2,279
55,86,44,324
58,95,36,365
100,87,15,446
11,68,58,168
56,81,58,297
23,9,4,69
33,13,89,16
59,47,37,222
37,67,63,212
16,38,91,55
24,4,42,18
7,25,12,77
100,7,66,155
90,89,31,416
5,63,7,192
25,33,52,97
61,32,96,122
16,27,38,75
35,23,99,40
27,49,65,136
13,85,65,216
100,75,69,356
92,39,25,276
25,19,17,90
60,45,40,215
83,61,58,291
93,23,18,237
55,98,43,361
23,50,72,124
41,29,76,93
26,8,90,-14
4,65,6,197
29,11,80,11
72,41,75,192
91,69,64,325
32,23,74,59
76,62,99,239
49,1,72,29
100,25,41,234
23,65,79,162
59,55,57,226
44,5,48,55
12,8,57,-9
78,93,44,391
45,93,96,273
87,11,44,163
100,12,80,156
68,41,91,168
3,88,72,198
76,75,33,344
36,72,9,279
62,5,38,101
33,84,1,317
6,98,46,260
10,74,69,173
46,65,46,241
44,89,32,323
5,11,73,-30
70,26,2,216
97,5,19,190
85,46,15,293
1,84,65,189
94,97,97,382
32,86,24,298
82,83,15,398
38,11,71,38
90,61,27,336
91,90,30,422
26,31,50,95
38,54,68,170
59,25,12,181
75,55,75,240
27,73,32,241
97,13,57,176
13,34,93,35
71,68,87,259
98,34,14,284
43,11,31,88
85,11,14,189
52,35,39,170
48,25,71,100
87,44,47,259
77,53,20,293
92,53,37,306
5,64,46,156
38,1,80,-1
57,56,100,182
97,99,81,410
73,24,25,193
30,36,7,161
81,94,69,375
91,59,79,280
17,13,76,-3
88,49,82,241
22,13,30,53
1,10,96,-64
11,77,63,190
22,22,9,101
5,54,83,89
73,35,47,204
15,13,48,21
82,18,40,178
65,15,42,133
10,48,66,98
28,38,24,146
27,97,22,323
74,1,95,56
92,20,68,176
94,90,67,391
79,84,67,343
2,17,32,23
74,12,20,164
14,93,17,290
32,49,83,128
72,47,6,279
91,48,96,230
94,17,95,144
85,81,25,388
66,78,37,329
58,59,70,223
86,92,2,446
18,44,100,68
96,67,54,339
66,94,61,353
76,21,86,129
27,67,63,192
33,22,46,86
85,81,99,314
55,20,51,119
83,26,74,170
15,47,31,140
80,33,51,208
61,25,2,195
28,97,23,324
95,52,20,326
12,79,52,209
28,82,5,297
3,52,67,95
36,98,9,357
18,62,59,163
50,39,51,166
1,21,88,-23
86,48,48,268
80,83,93,316
16,60,32,180
21,37,45,108
29,57,39,190
54,12,36,108
85,62,60,296
55,83,51,308
22,38,51,107
42,91,7,350
68,26,66,148
65,9,82,75
59,22,55,129
85,88,3,431
34,77,60,239
20,47,45,136
27,14,44,52
44,35,88,105
39,52,26,208
92,7,39,166
50,100,18,382
68,60,24,292
88,5,92,99
94,6,75,131
32,41,16,171
12,36,97,35
75,78,44,340
18,56,44,160
17,80,19,255
9,32,2,112
6,1,83,-68
8,33,83,32
1,94,60,224
31,92,46,292
51,5,43,74
24,86,30,276
84,5,62,121
72,66,52,290
9,50,28,140
30,11,9,84
9,18,8,64
31,28,71,75
35,12,65,41
36,85,95,232
58,42,41,201
100,65,36,359
14,97,20,299
92,66,47,335
71,90,49,363
95,89,87,370
63,78,28,332
26,80,88,204
32,60,91,153
13,50,4,172
57,67,19,296
8,26,20,74
29,53,2,215
62,68,38,290
11,35,48,79
94,69,76,319
25,89,71,246
33,75,42,249
12,39,5,136
34,11,26,75
2,7,49,-24
6,88,18,258
87,52,59,271
83,11,6,193
62,98,83,335
74,59,16,309
46,32,76,112
44,23,51,106
52,36,63,149
89,10,85,123
1,89,25,244
56,44,92,152
61,1,1,124
40,60,6,254
25,56,90,128
42,46,17,205
18,18,39,51
71,90,1,411
30,91,10,323
59,38,21,211
79,51,18,293
45,81,37,296
38,57,78,169
23,8,3,67
21,90,70,242
87,24,64,182
3,69,95,118
12,10,32,22
98,59,4,369
55,27,81,110
88,21,94,145
23,23,79,36
22,84,70,226
61,74,84,260
75,11,72,111
84,56,55,281
70,87,46,355
94,75,41,372
41,30,98,74
24,36,21,135
4,61,8,183
53,65,9,292
20,74,19,243
37,38,33,155
75,100,46,404
71,44,97,177
94,92,62,402
86,65,91,276
22,29,22,109
1,79,98,141
23,88,98,212
82,46,36,266
99,64,97,293
93,23,3,252
18,29,93,30
70,89,91,316
63,46,43,221
15,9,34,23
34,83,86,231
27,78,64,224
93,37,43,254
70,47,91,190
61,94,100,304
79,63,85,262
81,96,83,367
35,52,26,200
72,85,14,385
27,82,64,236
5,44,92,50
26,66,72,178
10,43,1,148
49,1,89,12
10,13,90,-31
99,44,46,284
52,55,45,224
80,79,24,373
74,61,6,325
45,17,70,71
1,81,23,222
2,84,59,197
31,79,70,229
48,95,60,321
40,88,89,255
59,65,50,263
69,53,73,224
21,62,67,161
53,43,61,174
46,25,85,82
43,64,86,192
50,68,82,222
84,18,3,219
31,56,90,140
24,76,92,184
2,43,58,75
99,87,64,395
50,20,14,146
30,100,23,337
95,47,39,292
70,40,24,236
83,80,59,347
59,44,61,189
69,98,53,379
55,27,20,171
34,95,3,350
52,77,59,276
93,30,65,211
56,36,42,178
96,18,65,181
77,68,18,340
66,27,17,196
29,67,8,251
52,50,88,166
92,44,11,305
55,43,80,159
72,34,56,190
80,67,17,344
23,74,94,174
78,98,53,397
76,23,4,217
69,19,68,127
7,27,17,78
50,65,12,283
62,24,75,121
89,58,41,311
69,22,69,135
92,14,92,134
28,100,20,336
30,27,85,56
99,65,18,375
62,25,56,143
7,47,93,62
24,73,55,212
86,4,15,169
73,36,47,207
9,25,63,30
80,23,6,223
4,49,85,70
96,69,51,348
41,65,16,261
44,95,86,287
21,19,60,39
65,22,6,190
11,19,20,59
56,14,45,109
60,76,17,331
19,61,48,173
54,5,90,33
21,80,77,205
39,29,3,162
82,76,88,304
22,40,87,77
26,16,62,38
85,41,40,253
74,12,76,108
21,41,1,164
2,74,26,200
70,63,23,306
44,77,85,234
33,94,93,255
22,95,38,291
25,55,61,154
70,73,50,309
19,74,26,234
16,97,91,232
18,76,85,179
59,10,94,54
53,82,92,260
72,77,15,360
6,22,96,-18
72,72,46,314
89,90,90,358
5,40,74,56
91,43,38,273
28,33,4,151
7,57,33,152
50,47,92,149
59,84,56,314
75,72,35,331
61,78,85,271
34,68,50,222
12,29,55,56
55,54,32,240
15,85,59,226
2,12,16,24
4,16,27,29
22,99,67,274
97,22,100,160
62,79,17,344
97,71,1,406
12,84,85,191
65,38,33,211
45,36,60,138
65,62,49,267
31,12,27,71
59,93,67,330
61,74,35,309
36,42,21,177
79,21,68,153
47,49,25,216
62,40,55,189
48,69,19,284
77,24,69,157
73,53,34,271
83,2,64,108
97,84,64,382
40,12,37,79
32,84,24,292
83,56,70,264
59,91,17,374
70,10,85,85
5,43,39,100
6,35,65,52
67,3,29,114
77,80,40,354
85,3,76,103
60,11,63,90
91,50,10,322
14,71,52,189
40,96,27,341
86,2,44,134
30,58,77,157
4,89,76,199
35,62,39,217
51,57,46,227
85,28,64,190
68,7,77,80
42,43,10,203
28,39,68,105
95,26,53,215
34,100,8,360
84,74,47,343
44,82,81,253
5,50,67,93
3,38,96,24
93,97,62,415
23,84,96,202
68,60,58,258
41,97,63,310
39,79,59,256
63,29,94,119
75,32,28,218
58,40,24,212
32,57,92,143
16,73,69,182
71,49,45,244
78,35,9,252
43,92,38,324
51,93,37,344
50,9,98,29
28,19,36,77
31,21,62,63
21,39,55,104
65,74,12,340
39,96,53,313
100,63,70,319
27,37,38,127
48,26,60,114
49,62,33,251
40,40,16,184
78,67,25,332
89,73,80,317
5,24,66,16
89,58,67,285
20,47,4,177
42,6,77,25
96,21,40,215
27,7,96,-21
28,39,44,129
53,57,93,184
9,37,70,59
82,54,77,249
52,90,30,344
65,70,82,258
33,52,35,187
14,48,97,75
65,98,54,370
9,12,51,3
30,59,77,160
91,65,57,320
26,85,5,302
26,91,76,249
43,41,26,183
66,54,58,236
10,74,67,175
54,23,96,81
29,57,66,163
72,100,98,346
70,84,9,383
47,88,3,355
47,29,44,137
87,11,57,150
35,6,88,0
36,86,78,252
1,28,2,84
38,47,34,183
78,23,25,200
31,91,27,308
9,2,46,-22
44,13,96,31
26,55,35,182
9,64,2,208
39,20,2,136
58,84,84,284
15,21,27,66
82,13,61,142
32,60,66,178
9,100,97,221
14,88,92,200
44,40,25,183
17,82,27,253
94,23,24,233
99,96,99,387
86,30,67,195
12,82,84,186
43,3,27,68
38,11,60,49
62,13,79,84
85,43,26,273
59,16,51,115
60,44,27,225
32,73,9,274
63,48,71,199
47,87,66,289
85,45,28,277
76,56,33,287
46,57,83,180
70,87,35,366
28,69,88,175
76,14,64,130
45,88,94,260
63,39,10,233
22,4,53,3
17,34,80,56
51,71,22,293
92,2,88,102
6,1,57,-42
79,49,24,281
28,27,60,77
85,36,91,187
80,34,58,204
2,76,84,148
99,97,90,399
64,65,67,256
29,22,1,123
11,22,99,-11
64,21,59,132
32,23,99,34
85,52,70,256
89,65,84,289
5,7,48,-17
90,70,49,341
22,96,44,288
40,100,65,315
84,84,100,320
6,31,15,90
67,86,28,364
98,18,55,195
42,52,85,155
38,6,83,11
60,99,91,326
17,43,18,145
85,46,59,249
75,32,14,232
37,19,45,86
88,70,3,383
56,100,54,358
66,43,10,251
73,12,7,175
5,20,29,41
97,46,100,232
55,53,78,191
87,53,79,254
42,42,43,167
97,80,47,387
32,53,74,149
17,67,98,137
28,31,4,145
59,50,82,186
40,92,57,299
5,79,80,167
26,16,61,39
56,66,13,297
75,84,58,344
1,24,8,66
21,85,5,292
19,11,35,36
22,65,22,217
46,39,92,117
18,13,57,18
81,56,83,247
74,64,71,269
24,94,52,278
71,95,57,370
58,70,98,228
16,15,38,39
1,8,10,16
71,71,13,342
38,66,51,223
34,37,90,89
99,31,31,260
80,35,90,175
85,54,21,311
57,79,32,319
3,75,71,160
2,20,76,-12
62,90,14,380
88,40,83,213
66,57,43,260
88,53,60,275
63,96,70,344
74,19,36,169
59,16,1,165
40,34,81,101
23,100,3,343
8,53,53,122
14,7,30,19
75,7,3,168
41,3,27,64
13,31,35,84
59,70,70,258
44,70,65,233
44,45,51,172
13,62,54,158
89,53,57,280
79,39,91,184
47,57,2,263
96,72,88,320
91,10,30,182
74,56,60,256
19,18,26,66
91,97,17,456
37,11,65,42
29,2,96,-32
95,50,40,300
39,36,69,117
63,24,51,147
51,59,55,224
63,58,35,265
51,64,38,256
40,80,88,232
25,43,81,98
95,93,96,373
17,41,32,125
95,29,96,181
89,4,12,178
40,51,46,187
93,31,37,242
95,70,78,322
41,84,64,270
68,1,75,64
81,15,13,194
60,94,23,379
99,61,1,380
74,54,41,269
41,95,34,333
23,69,76,177
87,9,86,115
44,75,96,217
60,41,29,214
43,39,21,182
32,76,43,249
34,65,53,210
21,5,52,5
88,84,20,408
98,11,16,213
1,3,71,-60
81,27,25,218
75,31,2,241
78,64,92,256
25,65,40,205
71,33,7,234
76,55,99,218
98,91,32,437
50,13,96,43
80,7,21,160
35,83,67,252
59,32,8,206
76,59,35,294
41,75,52,255
85,24,40,202
54,38,91,131
70,56,87,221
43,89,94,259
58,29,37,166
79,32,31,223
29,17,72,37
64,37,44,195
88,57,84,263
92,99,78,403
63,65,6,315
59,20,59,119
97,48,7,331
26,85,95,212
43,84,16,322
68,6,100,54
34,17,28,91
20,22,18,88
96,98,24,462
83,57,69,268
99,72,64,350
86,55,10,327
25,99,20,327
89,12,5,209
43,83,39,296
97,64,99,287
97,41,19,298
26,38,66,100
87,9,39,162
23,96,6,328
59,83,86,281
20,92,22,294
13,93,82,223
21,97,93,240
50,22,30,136
6,47,46,107
25,6,86,-18
77,75,31,348
3,28,11,79
51,92,66,312
51,71,1,314
94,13,56,171
93,47,96,231
22,18,38,60
93,68,9,381
89,53,63,274
13,54,4,184
80,65,34,321
53,89,38,335
54,70,61,257
99,22,95,169
9,78,59,193
18,40,70,86
26,52,64,144
57,36,63,159
77,2,94,66
29,76,29,257
64,63,96,221
24,85,65,238
62,29,19,192
73,65,51,290
67,59,96,215
8,13,69,-14
58,6,67,67
18,68,10,230
55,35,28,187
98,80,48,388
5,86,75,193
18,20,31,65
75,31,58,185
59,78,45,307
18,37,32,115
57,55,65,214
45,61,93,180
27,81,47,250
83,82,49,363
99,97,45,444
36,4,82,2
68,94,2,416
64,5,1,142
10,35,97,28
32,91,16,321
26,32,90,58
16,87,6,287
16,71,11,234
38,19,69,64
83,12,72,130
42,95,50,319
80,37,94,177
36,73,34,257
96,92,58,410
27,38,41,127
8,15,81,-20
31,37,63,110
86,83,28,393
82,49,81,230
63,89,62,331
47,94,1,375
75,24,3,219
10,94,31,271
2,68,99,109
7,42,26,114
83,45,49,252
78,71,1,368
50,60,52,228
56,39,50,179
57,76,72,270
23,80,57,229
43,46,34,190
58,88,19,361
72,8,27,141
48,25,1,170
19,6,2,54
58,69,25,298
61,19,88,91
91,64,31,343
13,98,60,260
5,58,8,176
46,25,99,68
98,68,40,360
83,67,55,312
93,85,63,378
75,31,89,154
42,92,30,330
99,55,59,304
69,17,11,178
27,16,68,34
71,10,66,106
5,41,23,110
45,84,84,258
84,5,61,122
47,16,94,48
14,43,45,112
31,51,20,195
38,54,1,237
49,95,11,372
41,26,52,108
57,4,57,69
72,80,89,295
57,38,88,140
26,6,87,-17
40,38,93,101
6,59,53,136
67,1,69,68
72,97,99,336
3,63,67,128
66,85,62,325
1,45,19,118
8,30,7,99
66,31,65,160
13,29,57,56
46,68,62,234
19,7,9,50
97,74,58,358
19,68,22,220
48,34,44,154
72,41,32,235
46,14,36,98
25,48,11,183
47,36,81,121
28,98,49,301
93,13,23,202
30,21,60,63
65,79,89,278
13,91,50,249
29,38,80,92
48,63,37,248
55,51,91,172
98,1,44,155
7,23,36,47
82,51,89,228
3,29,33,60
68,51,55,234
15,15,23,52
31,38,28,148
77,93,93,340
63,24,50,148
68,25,15,196
10,53,28,151
99,11,71,160
31,23,59,72
96,73,61,350
49,16,56,90
58,26,46,148
97,88,42,416
97,14,71,165
14,9,85,-30
35,70,46,234
23,6,31,33
58,43,46,199
65,82,64,312
93,2,44,148
20,67,96,145
48,26,6,168
68,98,42,388
45,62,29,247
27,57,30,195
92,27,47,218
67,91,2,405
87,2,96,84
10,93,22,277
2,69,100,111
96,99,6,483
3,65,4,197
5,11,3,40
63,76,96,258
31,52,97,121
88,86,45,389
62,94,36,370
36,100,6,366
13,4,78,-40
88,35,1,280
38,43,41,164
39,29,80,85
13,37,1,136
33,46,65,139
53,48,85,165
87,97,65,400
34,63,37,220
42,42,88,122
75,38,18,246
21,1,78,-33
36,1,35,40
21,15,6,81
27,13,23,70
49,36,73,133
23,70,81,175
87,39,9,282
58,61,48,251
50,46,86,152
43,70,90,206
51,60,40,242
32,49,68,143
15,35,64,71
83,44,42,256
44,22,57,97
41,12,37,81
35,25,20,125
38,28,43,117
90,87,74,367
73,65,90,251
64,79,9,356
84,58,79,263
20,29,98,29
27,47,39,156
3,38,98,22
36,2,57,21
95,87,69,382
14,58,45,157
24,44,76,104
67,15,41,138
53,3,49,66
88,79,28,385
63,86,65,319
18,87,20,277
63,64,4,314
3,54,77,91
54,61,21,270
27,5,51,18
36,45,32,175
64,97,10,409
95,19,59,188
10,18,67,7
81,22,48,180
30,32,57,99
40,96,74,294
51,69,97,212
29,61,67,174
85,75,64,331
80,29,99,148
56,85,68,299
42,100,4,380
85,80,74,336
21,58,14,202
97,93,38,435
66,29,33,186
21,34,14,130
22,46,26,156
42,93,92,271
31,78,1,295
49,100,48,350
90,77,33,378
30,3,52,17
88,75,63,338
43,73,47,258
3,61,25,164
68,68,70,270
23,64,85,153
24,70,76,182
52,66,15,287
20,60,8,212
90,67,90,291
94,75,42,371
31,23,71,60
6,79,52,197
55,61,22,271
86,1,35,140
36,14,39,75
39,2,16,68
5,99,98,209
96,8,19,197
20,61,88,135
83,27,19,228
19,90,33,275
58,70,74,252
24,80,37,251
65,29,61,156
33,77,80,217
67,41,80,177
27,24,4,122
56,93,3,388
13,90,89,207
52,16,6,146
49,8,97,25
46,37,1,202
40,87,3,338
22,29,69,62
97,26,73,199
93,23,11,244
81,31,94,161
34,40,78,110
92,94,51,415
28,2,99,-37
83,2,39,133
59,80,41,317
68,46,38,236
40,83,17,312
51,92,39,339
41,80,40,282
46,62,58,220
65,99,85,342
65,61,12,301
32,32,78,82
32,92,91,249
31,79,59,240
78,18,89,121
87,19,9,222
60,62,16,290
80,43,28,261
86,2,90,88
58,60,55,241
92,44,17,299
26,10,3,79
16,53,67,124
74,15,15,178
19,35,57,86
32,67,33,232
12,58,61,137
26,92,26,302
59,71,96,235
49,38,80,132
52,23,15,158
60,12,30,126
84,53,68,259
80,75,49,336
57,54,84,192
56,80,90,262
71,36,12,238
5,91,11,272
63,12,5,157
77,50,32,272
1,66,84,116
85,93,84,365
57,66,20,292
82,68,22,346
11,1,47,-22
9,9,99,-54
13,54,56,132
42,21,14,133
58,97,9,398
15,11,78,-15
12,10,51,3
71,87,28,375
92,6,35,167
6,6,6,24
43,91,33,326
27,28,90,48
82,1,60,107
49,32,13,181
55,49,73,184
23,54,63,145
86,93,97,354
40,5,27,68
13,10,53,3
95,42,2,314
68,55,37,264
8,38,75,55
51,75,49,278
49,92,65,309
88,83,21,404
4,57,21,158
26,77,55,228
16,69,38,201
57,49,59,202
28,28,93,47
85,44,33,269
45,57,18,243
67,97,81,344
86,53,76,255
1,3,68,-57
90,63,81,288
90,81,90,333
37,35,16,163
38,100,51,325
51,37,21,192
69,31,47,184
52,95,7,382
44,59,76,189
62,43,67,186
89,95,56,407
29,94,33,307
24,16,96,0
59,31,46,165
8,16,97,-33
25,10,79,1
32,30,11,143
10,23,85,4
85,61,77,276
9,16,85,-19
72,61,45,282
43,97,44,333
22,43,26,147
31,84,56,258
7,80,4,250
69,91,22,389
44,93,40,327
21,40,67,95
44,10,30,88
14,78,65,197
25,73,26,243
94,95,16,457
68,97,65,362
16,80,66,206
15,1,62,-29
92,21,83,164
80,44,10,282
68,20,38,158
76,66,23,327
34,8,62,30
78,67,72,285
59,6,6,130
23,14,82,6
47,85,93,256
40,62,88,178
89,31,46,225
84,81,48,363
95,26,40,228
86,93,98,353
41,19,95,44
20,63,1,228
41,75,4,303
4,68,20,192
62,41,42,205
9,93,65,232
76,79,9,380
38,37,6,181
46,54,67,187
61,16,85,85
69,61,81,240
16,46,3,167
82,33,75,188
39,12,48,66
57,84,86,280
38,88,51,289
93,79,20,403
96,96,10,470
83,83,50,365
32,6,56,26
49,95,73,310
89,20,19,219
33,31,3,156
30,41,78,105
45,86,31,317
51,68,72,234
18,38,50,100
1,29,85,4
2,2,27,-17
87,27,25,230
42,23,95,58
39,20,85,53
94,35,89,204
74,92,87,337
85,55,90,245
8,66,33,181
99,81,24,417
83,74,85,303
16,36,84,56
5,88,28,246
97,10,93,131
34,99,33,332
88,84,45,383
48,29,3,180
83,4,9,169
20,18,3,91
87,16,34,188
62,94,64,342
44,32,47,137
29,9,28,57
61,54,69,215
49,64,79,211
78,22,28,194
36,10,6,96
11,39,51,88
18,75,71,190
27,31,78,69
68,8,56,104
23,44,65,113
70,38,5,249
44,68,85,207
3,86,69,195
52,57,14,261
26,72,45,223
70,7,40,121
64,45,98,165
9,69,38,187
2,36,63,49
37,54,8,228
20,32,87,49
56,45,63,184
20,94,19,303
37,14,83,33
53,83,98,257
91,45,50,267
40,53,73,166
13,54,20,168
88,4,20,168
58,83,3,362
25,68,32,222
97,34,37,259
57,12,39,111
95,75,52,363
94,21,83,168
13,38,60,80
19,21,96,5
91,57,69,284
1,7,26,-3
28,51,16,193
100,14,60,182
47,54,3,253
71,73,26,335
88,91,39,410
49,25,89,84
39,7,70,29
23,20,39,67
87,27,72,183
86,21,11,224
1,37,12,101
88,18,75,155
66,27,100,113
55,79,44,303
19,12,85,-11
4,66,25,181
16,30,71,51
100,44,7,325
88,84,88,340
82,60,87,257
35,77,23,278
48,24,29,139
71,80,93,289
28,2,18,44
19,72,3,251
34,54,18,212
21,80,19,263
17,49,82,99
96,5,89,118
27,27,39,96
16,26,87,23
61,7,39,104
55,5,40,85
3,13,34,11
68,5,60,91
30,51,35,178
100,83,31,418
27,23,93,30
48,44,1,227
84,2,72,102
93,42,39,273
47,86,96,256
66,8,45,111
17,22,31,69
69,18,11,181
14,8,9,43
6,15,100,-43
59,7,24,115
44,33,19,168
61,39,64,175
34,80,36,272
10,19,96,-19
99,11,90,141
76,68,91,265
68,9,73,90
28,4,30,38
70,45,16,259
75,10,86,94
32,47,59,146
74,5,43,120
17,58,26,182
26,99,76,273
22,27,74,51
64,68,4,328
32,86,68,254
4,2,2,12
76,55,36,281
1,26,79,1
49,29,52,133
13,79,24,239
4,36,42,74
18,64,93,135
3,74,79,149
52,1,2,105
97,35,2,297
12,73,98,145
75,33,85,164
61,14,60,104
66,21,85,110
4,59,99,86
25,4,91,-29
1,18,98,-42
16,22,98,0
48,29,58,125
86,3,43,138
6,33,72,39
87,2,2,178
85,72,47,339
53,28,1,189
57,24,91,95
86,84,86,338
22,90,86,228
74,17,35,164
77,30,11,233
35,83,3,316
8,57,62,125
34,33,100,67
19,87,9,290
49,72,34,280
18,17,27,60
73,14,26,162
31,58,22,214
10,18,12,62
21,97,8,325
34,14,45,65
83,42,15,277
71,10,61,111
12,85,63,216
83,83,84,331
26,26,73,57
20,64,25,207
74,73,47,320
52,41,13,214
9,33,38,79
61,14,28,136
3,23,60,15
96,62,64,314
29,30,34,114
1,67,3,200
1,45,83,54
88,57,52,295
97,79,92,339
22,76,44,228
69,22,29,175
65,11,24,139
91,5,42,155
100,91,55,418
54,77,46,293
89,10,6,202
88,84,24,404
30,3,37,32
78,46,88,206
8,57,74,113
61,18,46,130
88,37,27,260
49,68,4,298
81,35,81,186
75,52,49,257
15,37,25,116
35,100,41,329
36,86,61,269
24,42,7,167
3,58,55,125
72,40,75,189
39,16,27,99
96,47,30,303
14,9,17,38
31,93,26,315
22,22,28,82
57,14,53,103
11,30,20,92
51,17,87,66
86,65,71,296
95,36,40,258
39,18,1,131
1,70,12,200
16,99,72,257
14,30,58,60
79,47,38,261
39,16,94,32
4,65,54,149
36,66,8,262
99,74,53,367
40,33,46,133
85,73,35,354
50,63,6,283
42,11,69,48
77,66,29,323
43,12,92,30
3,51,49,110
43,66,59,225
70,7,78,83
25,44,55,127
53,59,33,250
72,93,7,416
41,18,67,69
52,70,35,279
6,3,39,-18
93,56,88,266
52,49,66,185
20,61,30,193
40,78,90,224
3,39,61,62
91,70,96,296
65,8,74,80
44,76,11,305
69,2,57,87
49,44,82,148
14,20,48,40
51,31,92,103
18,30,63,63
35,32,47,119
26,24,7,117
72,69,77,274
11,84,10,264
10,91,7,286
23,100,58,288
11,69,61,168
94,100,35,453
4,9,28,7
88,38,72,218
14,24,2,98
25,24,12,110
22,67,8,237
4,2,8,6
83,94,36,412
5,55,66,109
31,42,22,166
30,24,22,110
27,2,21,39
38,85,90,241
3,59,98,85
44,83,45,292
32,50,59,155
92,68,44,344
88,67,77,300
82,18,91,127
83,67,33,334
76,18,59,147
57,38,47,181
26,70,98,164
48,69,11,292
96,63,10,371
6,19,45,24
17,55,69,130
40,63,11,258
32,47,45,160
86,91,93,352
80,40,64,216
58,32,13,199
15,69,55,182
50,1,1,102
28,20,55,61
64,69,47,288
72,30,67,167
28,77,38,249
37,51,55,172
11,69,76,153
97,81,32,405
100,31,72,221
25,26,3,125
80,33,48,211
29,50,35,173
29,66,3,253
91,9,78,131
55,82,40,316
6,97,80,223
3,17,37,20
20,15,42,43
6,24,45,39
77,62,63,277
24,9,1,74
90,79,31,386
65,90,10,390
18,26,12,102
100,83,67,382
20,75,74,191
69,28,83,139
66,73,21,330
64,18,29,153
59,3,97,30
97,40,26,288
95,72,6,400
33,49,99,114
46,59,65,204
7,90,3,281
40,39,48,149
60,53,1,278
14,32,39,85
85,70,60,320
16,18,92,-6
93,13,95,130
46,74,35,279
10,72,21,215
12,14,63,3
81,81,94,311
12,21,97,-10
4,34,22,88
5,58,36,148
74,52,97,207
38,40,64,132
52,97,79,316
54,70,6,312
89,99,9,466
62,58,49,249
83,82,24,388
2,63,26,167
98,50,96,250
28,4,9,59
71,12,30,148
70,73,40,319
93,2,84,108
10,99,6,311
99,27,11,268
75,15,42,153
27,2,77,-17
17,37,31,114
58,63,8,297
60,4,29,103
62,77,63,292
31,82,30,278
73,31,34,205
64,61,68,243
68,84,43,345
56,59,79,210
82,84,21,395
12,29,41,70
38,31,83,86
98,55,23,338
76,66,45,305
4,36,74,42
46,14,58,76
45,68,14,280
87,34,51,225
49,57,39,230
27,35,3,156
24,79,72,213
58,33,53,162
41,93,75,286
25,20,10,100
29,39,89,86
72,42,85,185
69,22,39,165
90,50,12,318
2,57,21,154
7,84,28,238
31,30,27,125
25,63,34,205
89,13,44,173
99,71,67,344
12,32,30,90
23,38,37,123
30,20,93,27
99,28,43,239
39,59,58,197
15,79,29,238
71,89,5,404
96,32,50,238
19,10,41,27
47,27,19,156
63,42,8,244
49,32,62,132
40,14,98,24
4,58,97,85
40,9,94,13
74,90,9,409
41,48,5,221
93,8,38,172
33,86,100,224
9,1,92,-71
27,62,17,223
23,69,47,206
1,40,1,121
51,67,64,239
42,20,23,121
66,6,93,57
66,32,64,164
61,86,1,379
84,80,99,309
58,66,23,291
8,75,40,201
12,39,44,97
28,47,41,156
47,58,63,205
80,15,67,138
76,55,28,289
19,73,12,245
34,31,22,139
61,52,34,244
94,76,12,404
20,45,30,145
11,21,52,33
56,84,33,331
74,1,98,53
53,56,100,174
92,67,45,340
37,65,1,268
52,94,14,372
41,18,14,122
89,23,40,207
73,28,78,152
6,100,51,261
70,38,63,191
47,24,18,148
15,28,63,51
73,67,27,320
42,81,62,265
59,23,38,149
54,14,16,134
1,4,66,-52
80,41,67,216
49,36,12,194
94,14,88,142
61,88,2,384
99,74,30,390
33,10,93,3
36,10,28,74
24,69,50,205
83,2,33,139
40,99,47,330
53,38,33,187
60,96,75,333
44,27,33,136
75,33,94,155
74,39,31,234
100,25,68,207
90,17,100,131
