x,y,a,b,c,result
49,y1,22,99,51,172
47,y1,84,43,7,134
24,y1,31,66,99,31
22,y1,88,94,93,88
55,y2,19,85,17,140
40,y2,6,54,8,74
38,y2,48,30,68,126
37,y1,37,35,33,72
54,y1,58,49,44,151
58,y1,55,41,15,111
35,y1,99,91,49,190
29,y2,63,63,78,126
24,y2,50,91,84,100
22,y2,30,99,20,60
26,y1,2,76,72,2
56,y1,27,76,23,126
35,y2,72,82,99,226
28,y2,40,63,16,80
50,y2,21,13,13,68
57,y2,73,53,43,242
21,y1,28,97,48,28
31,y1,3,35,63,38
32,y1,94,3,25,97
22,y1,87,2,24,87
32,y2,40,64,91,144
45,y2,91,46,6,234
46,y2,23,6,79,131
44,y2,54,8,20,136
49,y1,14,79,32,125
39,y2,44,60,55,148
39,y2,16,78,72,110
56,y1,11,8,33,52
55,y2,71,32,61,235
25,y1,85,63,95,85
30,y2,9,38,45,56
38,y2,75,58,56,208
49,y2,81,74,55,291
38,y1,9,50,23,59
38,y2,39,8,30,86
36,y2,22,86,56,130
60,y2,10,9,20,49
29,y1,53,67,6,53
27,y1,48,4,91,48
56,y2,73,9,94,249
30,y2,8,61,93,77
38,y2,84,45,74,213
57,y2,50,10,59,169
52,y1,6,100,81,187
31,y2,69,12,8,150
22,y2,100,95,54,200
40,y2,32,69,57,190
24,y2,40,100,24,80
23,y2,68,4,82,136
50,y2,64,8,27,163
21,y2,29,50,23,58
50,y1,98,61,100,259
57,y2,4,51,37,96
24,y1,46,89,12,46
24,y1,61,43,72,61
51,y1,99,87,97,283
49,y2,58,43,80,239
31,y2,99,27,10,225
56,y2,85,43,95,308
41,y2,32,93,54,211
54,y1,49,15,85,149
54,y1,15,86,73,174
59,y1,13,95,18,126
60,y2,11,36,61,119
29,y1,12,82,61,12
58,y2,89,32,24,234
55,y1,67,61,7,135
45,y1,44,16,75,135
36,y2,73,12,33,158
58,y1,23,59,10,92
59,y2,54,19,80,207
59,y1,36,97,81,214
48,y1,21,14,49,84
60,y1,33,44,80,157
26,y1,31,94,89,31
29,y1,15,65,62,15
36,y1,22,84,87,106
25,y1,2,9,17,2
45,y2,69,71,80,289
34,y2,45,50,39,140
34,y1,12,18,97,30
24,y1,4,59,48,4
46,y1,20,98,96,214
50,y1,80,20,86,186
26,y1,97,63,88,97
43,y1,62,66,40,168
51,y1,60,44,44,148
55,y2,67,53,58,245
29,y1,33,19,39,33
39,y2,100,26,37,226
53,y2,5,37,44,91
43,y1,37,85,78,200
51,y1,11,28,60,99
22,y1,8,62,92,8
43,y2,72,20,42,206
24,y1,35,72,46,35
33,y2,47,8,5,102
52,y2,26,21,12,85
37,y1,47,54,62,101
22,y2,75,60,35,150
39,y1,58,73,80,131
41,y1,65,34,81,180
47,y1,41,97,39,177
24,y2,40,86,30,80
42,y2,24,43,43,134
25,y2,3,77,51,6
38,y2,94,48,2,236
39,y2,50,3,44,103
50,y2,42,93,90,267
58,y2,57,97,9,220
35,y1,27,11,75,38
38,y1,33,23,51,56
28,y1,50,65,73,50
44,y1,33,22,71,126
50,y1,11,76,72,159
55,y1,99,3,46,148
50,y1,4,51,54,109
52,y1,92,99,74,265
25,y2,17,77,85,34
47,y2,82,19,43,226
47,y2,89,25,67,270
35,y2,31,45,61,107
36,y1,5,3,38,8
48,y1,70,96,79,245
42,y1,17,87,11,115
20,y1,65,98,39,65
55,y1,87,90,88,265
39,y1,16,24,69,40
49,y2,51,10,69,181
25,y1,93,7,88,93
21,y1,51,51,7,51
21,y1,78,10,34,78
40,y1,13,68,83,164
52,y1,26,3,34,63
57,y1,15,83,26,124
26,y2,74,51,71,148
34,y2,40,2,23,82
29,y1,12,35,2,12
59,y1,85,39,37,161
36,y1,59,23,65,82
41,y2,74,79,52,279
53,y1,35,37,66,138
26,y2,85,18,27,170
58,y1,80,23,57,160
36,y1,44,32,44,76
56,y1,20,75,7,102
52,y2,11,23,20,65
32,y1,59,5,95,64
53,y1,35,9,52,96
30,y2,93,69,52,255
43,y2,26,68,72,192
30,y2,62,27,76,151
53,y2,47,95,10,199
47,y1,95,84,72,251
20,y2,10,42,44,20
41,y1,83,39,66,188
31,y2,89,59,90,237
36,y2,25,24,55,74
43,y2,5,57,5,72
39,y1,65,45,69,110
47,y1,39,90,14,143
42,y2,46,10,53,155
50,y2,35,61,64,195
60,y2,18,98,41,175
36,y2,51,19,89,121
22,y1,4,64,94,4
27,y2,80,98,43,160
37,y1,46,85,90,131
46,y2,30,92,8,160
21,y1,83,69,42,83
31,y2,28,35,60,91
58,y1,25,74,48,147
45,y2,40,42,13,135
28,y2,78,4,4,156
30,y2,58,62,46,178
35,y2,7,30,97,44
46,y2,38,1,27,104
58,y1,68,65,75,208
46,y1,42,96,30,168
48,y1,64,54,15,133
24,y1,52,59,5,52
60,y2,21,16,35,93
32,y1,6,88,73,94
34,y2,37,23,52,97
33,y1,79,96,69,175
33,y2,31,13,81,75
55,y2,70,15,54,209
38,y2,32,57,11,121
34,y1,32,74,1,106
57,y2,44,15,63,166
49,y2,21,10,60,112
35,y2,45,20,94,110
33,y2,34,42,84,110
33,y2,28,19,7,75
53,y2,57,41,82,237
60,y1,4,30,32,66
39,y1,90,36,70,126
44,y2,75,13,100,263
25,y2,50,32,46,100
21,y2,76,76,67,152
30,y1,80,7,100,87
53,y2,9,32,88,138
60,y2,2,32,12,48
32,y2,46,34,57,126
41,y2,95,18,90,298
44,y2,14,28,97,153
52,y2,42,57,23,164
32,y2,45,3,69,93
43,y2,34,34,54,156
40,y1,88,58,74,220
28,y2,16,53,91,32
46,y2,13,62,12,100
48,y2,64,64,47,239
23,y2,41,64,53,82
42,y1,78,38,79,195
26,y1,65,26,66,65
57,y1,41,38,55,134
32,y1,90,70,5,160
21,y1,96,12,41,96
35,y2,76,70,19,222
44,y2,92,93,15,292
30,y2,19,61,5,99
46,y1,5,61,34,100
51,y1,48,79,63,190
56,y1,9,15,63,87
39,y1,96,63,66,159
60,y2,29,16,5,79
36,y2,33,59,78,125
46,y2,94,88,56,332
32,y2,45,25,7,115
37,y2,53,22,1,128
34,y1,3,55,35,58
29,y1,94,69,63,94
34,y2,78,87,56,243
43,y2,56,38,88,238
44,y1,89,14,25,128
32,y1,38,98,23,136
24,y2,20,31,100,40
25,y2,15,100,88,30
38,y2,37,77,8,151
59,y1,8,29,84,121
28,y2,21,97,19,42
36,y1,63,9,11,72
49,y1,9,37,38,84
38,y2,91,7,47,189
45,y2,33,35,1,102
36,y2,4,30,64,38
57,y2,16,10,18,60
22,y2,82,69,74,164
53,y2,21,3,100,145
30,y1,28,87,100,115
51,y2,26,91,62,205
46,y2,71,5,16,163
49,y1,84,99,58,241
31,y1,36,43,46,79
33,y1,86,71,56,157
23,y1,61,49,65,61
50,y2,28,76,96,228
26,y1,21,83,57,21
49,y2,28,91,42,189
34,y1,90,30,32,120
58,y1,91,56,22,169
25,y1,43,23,2,43
48,y2,76,43,27,222
21,y1,56,66,43,56
55,y1,27,36,54,117
33,y1,96,31,19,127
21,y2,35,99,61,70
56,y1,22,81,5,108
30,y2,91,43,68,225
29,y2,72,86,69,144
40,y2,60,6,70,196
45,y2,82,74,92,330
52,y2,74,54,17,219
34,y1,89,18,78,107
44,y1,59,2,46,107
42,y1,13,7,92,112
33,y1,73,11,41,84
44,y2,47,44,96,234
25,y1,73,30,4,73
37,y2,4,53,24,61
23,y1,96,21,8,96
21,y1,57,67,93,57
21,y1,89,11,54,89
25,y2,68,85,17,136
26,y2,55,23,47,110
33,y2,68,41,88,177
22,y1,34,76,2,34
36,y1,87,77,3,164
27,y2,29,20,94,58
59,y1,36,56,25,117
27,y1,6,63,22,6
56,y2,12,44,36,104
31,y2,2,33,24,37
45,y2,15,16,100,146
45,y1,47,89,85,221
46,y1,55,10,14,79
31,y1,14,61,26,75
51,y1,20,33,72,125
60,y2,14,52,60,140
32,y2,32,73,45,137
50,y2,70,34,41,215
45,y2,13,100,33,159
60,y1,42,62,36,140
35,y2,19,67,90,105
52,y1,9,49,41,99
52,y1,13,57,49,119
39,y1,13,34,37,47
59,y1,10,53,89,152
45,y2,80,92,100,352
35,y1,30,87,3,117
56,y1,35,86,73,194
36,y1,38,51,19,89
36,y1,15,13,75,28
34,y1,79,57,34,136
47,y1,15,83,69,167
53,y2,49,19,92,209
30,y2,4,49,27,57
59,y1,31,15,49,95
46,y1,59,90,16,165
30,y1,83,68,54,151
38,y2,74,67,21,215
35,y2,92,50,42,234
30,y1,44,96,13,140
56,y2,37,76,82,232
21,y2,87,12,60,174
57,y1,72,16,55,143
21,y1,26,59,98,26
54,y2,33,77,1,144
37,y1,90,22,13,112
47,y1,85,62,77,224
27,y2,38,62,87,76
25,y2,79,3,90,158
42,y2,48,89,32,217
31,y2,81,66,50,228
46,y1,58,25,11,94
53,y1,59,68,68,195
42,y2,17,53,49,136
25,y1,38,55,60,38
50,y2,38,84,30,190
42,y2,56,33,29,174
28,y2,43,44,98,86
50,y1,35,50,47,132
24,y2,25,18,64,50
34,y1,14,59,75,73
39,y2,40,46,19,126
38,y2,41,64,18,146
20,y2,86,12,68,172
40,y2,20,54,14,108
42,y2,95,84,59,333
38,y2,14,76,54,104
44,y2,21,81,92,215
37,y1,97,36,25,133
52,y2,51,14,16,132
33,y2,6,58,72,70
28,y2,28,5,1,56
47,y2,43,3,30,119
32,y1,43,55,39,98
58,y2,51,8,42,152
40,y2,67,26,39,199
31,y2,92,25,1,209
22,y1,7,13,51,7
26,y1,49,63,74,49
53,y2,65,47,95,272
51,y1,47,56,62,165
29,y1,55,97,14,55
27,y2,49,85,65,98
22,y1,59,7,33,59
44,y1,82,35,59,176
55,y1,71,34,12,117
60,y2,20,92,81,213
39,y2,81,94,98,256
60,y1,48,88,68,204
23,y2,16,26,89,32
22,y2,83,73,53,166
21,y2,16,14,100,32
50,y1,79,35,76,190
59,y2,18,99,73,208
44,y2,14,55,65,148
57,y1,81,31,92,204
24,y2,94,38,49,188
51,y1,90,54,26,170
43,y2,61,81,75,278
36,y2,21,73,26,115
38,y1,66,15,13,81
54,y1,42,85,78,205
55,y2,7,60,93,167
57,y1,48,1,55,104
21,y2,54,81,21,108
46,y2,27,64,47,165
34,y1,28,29,8,57
47,y2,65,36,67,233
47,y1,4,5,13,22
39,y2,17,42,15,76
51,y1,23,31,60,114
33,y2,12,79,20,103
45,y1,15,34,63,112
34,y2,40,49,66,129
32,y2,15,18,34,48
33,y1,14,49,82,63
30,y1,89,52,40,141
28,y2,28,26,93,56
32,y1,97,55,71,152
58,y2,57,27,11,152
59,y1,75,62,20,157
60,y1,11,65,8,84
31,y2,2,89,74,93
44,y2,54,33,21,162
27,y2,88,42,6,176
49,y2,75,10,34,194
42,y1,99,13,38,150
26,y2,54,44,5,108
59,y2,45,63,50,203
23,y2,45,59,35,90
44,y1,78,40,96,214
45,y2,99,72,75,345
31,y1,7,89,9,96
37,y2,65,74,70,204
27,y2,28,19,72,56
28,y2,57,87,42,114
27,y1,29,84,94,29
36,y1,6,29,13,35
26,y1,74,95,22,74
36,y1,9,48,97,57
49,y1,72,38,84,194
60,y2,8,8,79,103
52,y1,19,72,51,142
41,y2,5,17,92,119
51,y1,33,25,63,121
39,y2,17,80,79,114
23,y1,33,87,26,33
26,y2,67,9,24,134
42,y1,61,67,92,220
29,y1,86,70,9,86
42,y1,73,37,77,187
39,y2,61,65,59,187
57,y2,96,14,8,214
51,y1,73,66,40,179
26,y2,52,3,82,104
50,y1,68,65,77,210
54,y1,3,35,58,96
46,y1,11,57,100,168
36,y2,96,97,91,289
55,y2,17,19,55,108
41,y1,34,62,17,113
42,y2,46,58,48,198
21,y2,38,1,5,76
26,y2,45,38,43,90
47,y2,62,59,7,190
58,y1,80,27,77,184
20,y2,28,53,70,56
41,y2,1,25,45,72
32,y2,71,13,3,155
40,y2,37,61,32,167
48,y1,38,59,55,152
58,y2,4,38,80,126
55,y2,77,43,53,250
30,y2,26,88,6,140
21,y1,88,61,79,88
35,y2,90,21,71,201
60,y1,100,38,53,191
51,y1,51,26,51,128
20,y1,30,86,64,30
49,y2,47,60,57,211
36,y1,76,88,69,164
20,y1,98,78,51,98
27,y2,57,28,26,114
30,y1,11,45,41,56
45,y2,16,3,91,126
20,y1,96,66,77,96
56,y1,56,100,10,166
39,y2,24,96,58,144
36,y1,19,29,16,48
35,y2,28,59,39,115
51,y2,49,18,22,138
24,y1,10,56,38,10
25,y2,9,21,25,18
60,y1,63,44,11,118
48,y2,25,11,87,148
48,y2,14,59,94,181
47,y2,17,2,9,45
27,y1,22,75,36,22
54,y2,95,94,62,346
25,y1,8,32,15,8
37,y1,26,38,73,64
26,y1,65,47,31,65
36,y2,57,36,39,150
56,y2,54,32,100,240
24,y1,12,2,68,12
30,y2,75,29,1,179
33,y2,2,84,25,88
48,y1,66,4,23,93
47,y2,5,18,25,53
39,y2,60,28,58,148
43,y2,64,92,83,303
55,y1,2,5,83,90
20,y1,30,15,2,30
59,y2,82,5,4,173
36,y1,73,93,100,166
46,y1,78,50,54,182
57,y2,59,13,20,151
33,y1,75,60,45,135
20,y2,46,49,91,92
44,y2,92,88,86,358
60,y2,40,62,60,202
44,y1,87,42,2,131
44,y1,69,28,29,126
41,y1,68,29,55,152
55,y1,8,47,59,114
20,y2,49,96,67,98
53,y1,68,46,59,173
50,y1,69,48,39,156
44,y2,49,96,5,199
35,y2,97,72,50,266
31,y2,18,46,73,82
32,y2,55,38,44,148
39,y2,19,27,4,65
49,y2,8,4,45,65
44,y2,61,3,97,222
28,y2,13,46,19,26
56,y2,33,50,42,158
60,y2,18,66,74,176
42,y2,99,83,30,311
46,y1,36,26,58,120
42,y1,5,94,13,112
52,y2,22,85,65,194
43,y1,93,32,66,191
25,y2,24,41,62,48
30,y2,27,25,67,79
33,y2,43,42,30,128
32,y2,99,30,92,228
29,y2,9,3,52,18
20,y1,23,78,12,23
38,y2,21,65,68,107
51,y1,95,84,41,220
33,y2,1,76,90,78
39,y1,79,65,3,144
41,y2,51,23,31,156
27,y2,57,80,80,114
35,y1,20,63,38,83
45,y1,40,6,57,103
39,y2,93,61,67,247
52,y2,48,29,43,168
30,y2,94,84,58,272
42,y2,3,50,3,59
22,y2,30,58,36,60
26,y2,58,9,35,116
56,y1,76,76,25,177
41,y1,83,80,23,186
24,y2,3,87,10,6
48,y1,20,20,32,72
35,y1,47,95,30,142
55,y2,96,1,88,281
51,y2,29,48,70,176
37,y2,67,53,24,187
42,y2,98,51,77,324
25,y1,21,97,37,21
34,y1,86,1,64,87
21,y1,96,67,31,96
57,y2,81,63,79,304
22,y2,58,2,95,116
20,y1,76,99,55,76
48,y1,49,51,44,144
37,y1,40,88,92,128
27,y1,27,34,100,27
50,y1,65,53,7,125
41,y2,5,87,43,140
22,y2,44,65,47,88
28,y1,19,61,96,19
21,y1,97,81,9,97
23,y2,16,24,27,32
28,y1,78,79,45,78
35,y1,22,81,53,103
54,y2,5,59,43,112
52,y2,11,85,11,118
34,y2,81,58,39,220
20,y1,27,87,66,27
40,y1,62,52,75,189
24,y1,58,42,69,58
25,y1,50,26,29,50
59,y1,86,26,44,156
46,y1,28,100,18,146
48,y2,47,52,42,188
26,y1,74,62,7,74
43,y1,65,18,68,151
26,y2,20,59,21,40
24,y2,48,67,71,96
39,y1,9,50,70,59
40,y2,61,43,29,194
46,y1,48,29,21,98
34,y1,25,70,96,95
51,y1,36,2,27,65
32,y1,89,54,50,143
31,y1,86,7,37,93
31,y1,4,99,63,103
31,y2,72,29,69,173
52,y1,97,20,22,139
36,y2,57,34,83,148
31,y2,59,37,65,155
55,y2,52,93,2,199
21,y2,60,46,81,120
51,y2,28,14,6,76
23,y1,33,65,87,33
57,y2,21,66,14,122
24,y2,38,22,19,76
54,y2,63,43,44,213
35,y1,24,21,39,45
26,y1,69,90,77,69
46,y1,89,2,69,160
30,y2,68,88,93,224
57,y2,29,93,98,249
59,y2,85,7,74,251
49,y2,55,45,36,191
37,y1,1,1,33,2
38,y1,82,77,90,159
59,y1,50,57,64,171
26,y2,11,25,58,22
21,y1,57,48,55,57
24,y2,7,98,59,14
54,y1,50,87,25,162
33,y2,75,22,20,172
28,y2,14,18,64,28
41,y1,100,82,53,235
46,y2,61,80,65,267
23,y2,94,100,87,188
54,y2,81,68,45,275
31,y2,38,6,5,82
41,y2,14,70,59,157
57,y2,25,49,59,158
27,y2,41,16,81,82
45,y2,92,55,30,269
43,y2,86,96,23,291
24,y2,30,32,73,60
56,y2,88,50,55,281
57,y2,14,87,87,202
45,y2,2,36,48,88
22,y1,74,27,97,74
60,y1,47,83,49,179
24,y2,45,44,75,90
24,y1,25,98,99,25
44,y2,46,37,62,191
58,y1,24,52,81,157
37,y2,35,50,46,120
36,y2,67,92,70,226
45,y2,87,98,8,280
57,y1,20,81,9,110
42,y2,4,74,4,86
47,y2,19,55,72,165
38,y1,24,22,9,46
34,y2,43,96,68,182
42,y1,37,35,66,138
40,y2,17,93,34,161
34,y2,68,41,46,177
20,y2,52,89,82,104
46,y1,90,51,64,205
48,y2,63,91,16,233
39,y2,10,33,61,53
36,y1,21,28,35,49
40,y1,78,58,91,227
21,y2,23,75,9,46
47,y1,37,19,43,99
37,y2,63,13,90,139
57,y2,5,86,58,154
55,y2,16,69,78,179
57,y1,70,17,5,92
22,y1,22,82,59,22
44,y2,20,45,55,140
25,y1,54,84,60,54
43,y1,90,56,87,233
27,y1,45,82,53,45
60,y2,63,56,7,189
44,y1,33,55,82,170
22,y1,59,49,78,59
25,y2,48,41,99,96
54,y1,76,100,28,204
44,y2,17,73,3,110
56,y1,95,26,13,134
32,y1,38,66,30,104
60,y2,83,53,2,221
53,y1,30,90,77,197
38,y2,23,42,53,88
20,y1,83,26,51,83
30,y2,42,25,49,109
46,y2,90,89,95,364
44,y2,9,36,58,112
39,y1,36,51,5,87
48,y2,96,30,81,303
26,y2,19,87,34,38
52,y1,15,27,14,56
54,y1,44,17,34,95
50,y1,89,57,70,216
34,y2,55,88,28,198
25,y2,21,51,99,42
21,y1,44,34,44,44
28,y2,26,86,64,52
20,y2,95,5,89,190
22,y2,94,33,8,188
36,y2,75,17,46,167
37,y1,52,89,36,141
43,y2,63,46,49,221
40,y1,30,11,73,114
51,y2,32,64,37,165
20,y1,80,57,75,80
43,y1,64,70,19,153
35,y2,9,52,52,70
39,y1,41,90,48,131
47,y2,57,80,92,286
57,y2,51,71,56,229
52,y1,17,36,54,107
31,y1,49,20,92,69
31,y1,4,3,99,7
38,y2,72,49,51,193
34,y2,63,89,71,215
44,y1,56,65,69,190
20,y2,36,96,26,72
53,y1,30,60,87,177
42,y1,56,73,90,219
35,y1,48,45,80,93
52,y1,89,1,94,184
37,y2,90,61,23,241
52,y1,4,64,1,69
45,y1,81,100,80,261
37,y2,13,67,76,93
52,y1,18,26,29,73
27,y2,42,24,13,84
40,y1,35,6,83,124
54,y2,9,84,81,183
23,y2,68,4,6,136
59,y2,11,29,57,108
55,y1,99,26,54,179
47,y2,17,8,11,53
42,y2,8,76,88,180
42,y2,33,8,99,173
57,y1,94,6,84,184
33,y2,40,87,92,167
30,y1,79,19,77,98
52,y2,43,32,11,129
58,y1,33,23,32,88
42,y1,20,54,22,96
42,y2,16,36,84,152
37,y1,74,11,55,85
59,y2,22,7,50,101
37,y1,77,65,93,142
28,y2,88,19,52,176
22,y2,5,81,13,10
53,y1,26,3,14,43
28,y1,27,12,84,27
48,y2,33,63,69,198
25,y2,25,17,57,50
51,y1,2,39,5,46
39,y2,60,59,64,179
22,y1,51,84,60,51
40,y2,98,20,74,290
40,y2,89,34,15,227
20,y2,87,61,69,174
58,y2,6,16,41,69
50,y2,74,40,71,259
32,y1,74,56,1,130
40,y1,83,81,50,214
22,y2,91,3,30,182
40,y1,66,10,34,110
34,y2,44,70,63,158
39,y2,20,71,28,111
50,y2,39,2,82,162
52,y1,9,71,80,160
54,y2,31,37,62,161
43,y2,17,2,65,101
57,y1,62,31,74,167
56,y2,81,77,49,288
55,y2,53,23,68,197
47,y2,15,17,75,122
31,y2,42,10,67,94
24,y2,47,84,19,94
54,y1,97,8,31,136
52,y1,32,16,100,148
60,y1,2,48,38,88
52,y2,58,100,27,243
60,y1,30,64,83,177
50,y2,27,96,100,250
53,y1,13,79,30,122
50,y1,10,32,45,87
42,y1,44,24,86,154
27,y2,80,91,7,160
47,y1,34,88,54,176
46,y2,50,49,81,230
40,y2,74,69,22,239
25,y2,74,54,67,148
54,y2,64,12,12,152
20,y1,85,75,3,85
31,y2,5,17,53,27
59,y2,8,34,67,117
39,y2,100,59,72,259
23,y2,83,14,28,166
57,y1,27,92,51,170
23,y1,90,85,68,90
21,y1,4,68,96,4
53,y2,77,30,80,264
31,y1,63,25,41,88
45,y1,13,87,34,134
48,y1,28,43,2,73
37,y2,81,88,15,250
43,y1,68,87,86,241
30,y2,79,46,61,204
43,y1,39,65,41,145
59,y2,7,26,98,138
33,y1,9,8,6,17
54,y1,99,59,39,197
20,y1,32,78,49,32
59,y2,73,33,100,279
59,y2,86,13,98,283
59,y1,71,59,5,135
45,y1,41,70,14,125
30,y2,63,70,90,196
45,y2,62,93,43,260
48,y2,37,9,44,127
30,y2,97,43,70,237
27,y1,6,80,76,6
26,y1,17,72,17,17
45,y2,63,16,30,172
26,y2,20,76,85,40
58,y1,83,66,35,184
20,y2,47,22,80,94
38,y2,89,4,97,182
38,y2,1,96,35,98
57,y1,49,82,2,133
51,y1,73,50,15,138
58,y1,58,93,33,184
49,y1,27,15,14,56
21,y1,72,72,98,72
29,y2,39,65,3,78
25,y1,5,2,76,5
56,y1,29,62,20,111
37,y2,39,52,70,130
49,y1,92,31,18,141
30,y2,74,97,20,245
25,y2,13,91,48,26
40,y1,11,60,33,104
25,y2,74,11,52,148
35,y2,85,5,72,175
41,y1,42,15,28,85
25,y1,24,29,33,24
22,y2,73,16,21,146
37,y2,63,36,89,162
23,y1,45,70,32,45
53,y1,4,18,61,83
33,y1,60,37,70,97
30,y1,93,89,93,182
55,y2,81,5,82,249
42,y1,45,22,74,141
58,y1,76,83,45,204
59,y2,53,75,3,184
24,y1,38,36,13,38
20,y1,50,10,95,50
42,y1,7,14,58,79
43,y2,49,71,92,261
25,y1,12,45,29,12
58,y1,56,61,93,210
55,y1,4,37,94,135
36,y2,13,98,76,124
26,y2,51,58,11,102
32,y2,11,6,50,28
23,y2,37,38,42,74
27,y2,92,65,5,184
39,y1,93,88,84,181
27,y2,61,77,82,122
20,y2,51,62,90,102
21,y1,96,87,97,96
45,y1,89,73,88,250
42,y1,86,54,70,210
28,y2,100,59,90,200
31,y2,89,2,73,180
56,y1,52,54,4,110
47,y1,70,10,62,142
60,y1,50,76,94,220
47,y2,86,19,56,247
54,y2,77,25,16,195
51,y1,37,9,12,58
24,y2,78,23,2,156
28,y1,72,1,92,72
21,y1,92,38,75,92
37,y1,95,73,45,168
39,y2,23,83,55,129
58,y2,34,27,1,96
53,y2,77,96,82,332
53,y1,63,18,48,129
52,y1,35,8,98,141
33,y1,53,54,86,107
51,y2,40,11,88,179
39,y2,94,95,76,283
29,y1,4,87,62,4
32,y1,23,86,57,109
23,y2,67,37,77,134
24,y1,32,53,28,32
44,y2,78,64,11,231
45,y1,45,14,57,116
28,y1,65,76,18,65
36,y1,63,6,58,69
31,y1,79,48,17,127
34,y2,7,36,32,50
21,y1,82,7,64,82
39,y2,33,26,26,92
38,y2,48,94,1,190
52,y2,100,49,72,321
23,y1,11,85,58,11
42,y2,7,48,7,69
48,y2,90,85,16,281
52,y2,21,43,74,159
39,y1,75,97,99,172
23,y2,4,19,88,8
49,y1,70,35,17,122
22,y2,31,34,89,62
31,y1,25,84,66,109
22,y1,49,34,17,49
54,y1,83,36,35,154
57,y1,85,6,99,190
47,y2,21,78,89,209
29,y1,6,66,93,6
33,y1,96,28,83,124
52,y1,30,10,53,93
49,y1,30,26,90,146
33,y1,25,70,93,95
25,y1,49,6,45,49
46,y2,7,95,12,121
29,y2,64,79,44,128
24,y1,66,63,1,66
23,y1,64,50,97,64
31,y2,77,41,61,195
43,y1,6,61,98,165
49,y2,68,70,62,268
49,y2,18,87,58,181
42,y1,83,45,6,134
50,y1,45,53,49,147
34,y2,81,14,7,176
53,y2,31,59,15,136
45,y2,37,69,13,156
29,y2,39,38,24,78
39,y1,53,86,3,139
56,y2,61,80,6,208
43,y1,60,82,64,206
45,y1,45,81,28,154
60,y1,4,66,20,90
33,y2,84,37,75,205
48,y1,81,48,56,185
33,y2,47,34,81,128
57,y1,80,25,67,172
31,y2,6,74,90,86
39,y1,7,75,50,82
60,y1,75,32,85,192
52,y2,21,76,36,154
35,y1,33,98,11,131
43,y1,96,64,3,163
48,y1,78,45,63,186
48,y2,56,45,54,211
28,y2,17,51,87,34
48,y1,62,25,20,107
49,y2,73,37,90,273
46,y2,53,23,55,184
55,y2,89,80,88,346
20,y1,87,51,95,87
28,y2,21,87,13,42
36,y1,92,50,49,142
48,y2,46,97,39,228
25,y1,8,19,1,8
35,y1,17,33,98,50
53,y2,75,40,22,212
35,y2,33,61,52,127
38,y2,98,23,93,219
43,y2,70,63,29,232
31,y2,16,6,83,38
60,y2,95,53,60,303
40,y2,84,16,68,252
50,y2,57,55,96,265
54,y2,20,38,25,103
48,y1,71,3,5,79
30,y1,38,52,4,90
45,y1,32,65,53,150
20,y2,22,99,25,44
37,y2,12,84,46,108
49,y2,48,1,95,192
51,y1,54,81,54,189
20,y2,76,45,39,152
49,y1,25,22,26,73
48,y1,51,26,54,131
30,y2,26,21,15,73
53,y1,70,42,82,194
23,y2,44,2,9,88
20,y2,23,63,23,46
20,y2,78,37,49,156
40,y1,31,45,94,170
28,y2,53,15,17,106
57,y2,82,34,52,250
46,y2,48,76,39,211
26,y1,9,9,67,9
30,y2,58,35,14,151
39,y2,37,23,52,97
59,y1,32,48,40,120
31,y1,61,13,59,74
25,y2,92,86,20,184
37,y1,59,44,78,103
42,y2,76,53,65,270
44,y2,77,96,3,253
49,y2,65,44,64,238
21,y1,30,34,85,30
47,y2,15,93,44,167
20,y1,62,17,17,62
27,y1,61,21,19,61
46,y1,80,7,71,158
40,y1,21,40,53,114
46,y2,100,2,64,266
58,y2,81,66,96,324
44,y1,48,12,59,119
52,y2,4,11,61,80
53,y1,65,42,18,125
57,y2,49,85,28,211
51,y2,10,11,85,116
43,y1,1,9,98,108
46,y2,17,50,43,127
34,y2,41,43,29,125
49,y1,58,96,97,251
22,y2,27,6,62,54
43,y2,9,7,31,56
39,y2,31,97,45,159
40,y1,94,43,92,229
57,y2,53,49,45,200
60,y1,19,27,76,122
58,y2,100,6,47,253
32,y2,60,50,8,170
46,y1,7,86,41,134
48,y2,70,1,60,201
32,y2,93,68,77,254
28,y1,60,86,3,60
60,y1,41,91,100,232
58,y1,40,59,89,188
44,y2,98,96,21,313
22,y1,45,60,20,45
49,y2,72,56,12,212
42,y2,34,48,62,178
43,y1,6,98,9,113
44,y1,76,29,32,137
36,y2,69,94,9,232
47,y2,31,71,56,189
34,y2,54,2,21,110
51,y2,24,73,40,161
31,y2,39,96,72,174
41,y1,28,70,32,130
29,y2,1,57,65,2
55,y2,69,36,18,192
38,y1,76,10,78,86
58,y2,30,22,10,92
50,y2,28,68,19,143
36,y1,9,71,11,80
34,y2,63,34,83,160
34,y1,36,22,40,58
21,y2,55,58,92,110
53,y1,9,39,59,107
24,y2,4,59,95,8
41,y2,49,60,78,236
55,y2,42,40,25,149
24,y1,96,31,100,96
28,y1,56,64,64,56
35,y2,73,23,83,169
30,y1,46,82,4,128
32,y2,86,77,87,249
55,y1,36,19,5,60
59,y1,2,50,48,100
26,y2,69,32,53,138
50,y1,50,24,23,97
54,y1,41,89,28,158
23,y2,27,39,87,54
32,y1,82,49,8,131
28,y1,32,64,14,32
20,y1,51,49,34,51
